Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
gd. 9,26793,83.AD.354.384,Unknown,Female Head,,,,,,,-524,-500,late 6th century B.C.,,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.2 cm (2 1/16 in.),Fragment of female figure preserves very abrased head wearing a polos with upper edge rounded. Hair is arranged in an arch placed across the forehead.,South Italian,,http://www.getty.edu/art/collection/objects/26793
gd. 10,6816,71.AD.363,Unknown,Mold for a Large Female Head,,,,,,,-399,-300,4th century BC,,,Female figure,Terracotta,,,,,,,,,Object: H:  25 x W:  21.5 cm (H:  9 13/16 x W:  8 7/16 in.),"The mold was used to fashion a woman's face and head.  Triangular string-marks at the top and both sides indicate that it would have been used to form a large, round head, or bust. The woman has wavy hair with a central part.  She has almond-shaped eyes,",Greek (South Italian),,http://www.getty.edu/art/collection/objects/6816
gd. 11,254985,73.AD.10.C.2.a,Unknown,Fragment of a Mold (part of 73.AD.10.C.2),,,,,,,-599,-300,6th - 4th century BC,Sculpture,,,Terracotta,,,,,,,,,Object: H: 6.5 x W: 6 cm (2 9/16 x 2 3/8 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/254985
gd. 11,254986,73.AD.10.C.2.b,Unknown,Fragment of a Mold (part of 73.AD.10.C.2),,,,,,,-599,-300,6th - 4th century BC,Sculpture,,,Terracotta,,,,,,,,,Object: H: 2.5 x W: 1.5 cm (1 x 9/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/254986
gd. 12,18884,73.AD.10.H.1,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 11.3 cm (4 7/16 in.),Mold fragment preserves an arm.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18884
gd. 13,18885,73.AD.10.H.2.a,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 4.6 cm (1 13/16 in.),Mold fragment preserves the head of a bull.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18885
gd. 13,18886,73.AD.10.H.2.b,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 6.9 cm (2 11/16 in.),Mold fragment preserves the torso of a bull.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18886
gd. 14,18887,73.AD.10.H.3,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 10.9 cm (4 5/16 in.),Mold fragment preserves a female wearing a polos.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18887
gd. 15,18888,73.AD.10.H.4,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 8.1 cm (3 3/16 in.),"Fragment preserves a ""Tanagra-type"" female; back of head and shoulders.",Greek (South Italian),,http://www.getty.edu/art/collection/objects/18888
gd. 16,18889,73.AD.10.H.5,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 7.8 cm (3 1/16 in.),Fragment preserves a female bust.,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18889
gd. 17,18890,73.AD.10.H.6,Unknown,Mold Fragment,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 4.9 cm (1 15/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18890
gd. 18,7171,74.AD.53,Attributed to Shop of AL and Dionysus,Mold of a Torso and Head of a Draped Female,,,,,,,-399,-300,4th century BC,,,Female figure,Terracotta,,,,,,,,,Object: H: 20 cm (7 7/8 in.),"Frontal upper torso and head of a draped female, perhaps Persephone, holding a torch against her right shoulder and a basket of offerings in her left arm.  The hair is dressed in two even rows of short curls and is crowned by a veiled polos.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7171
gd. 19,7172,74.AD.54,Unknown,Mold of a Female Head,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 11.5 cm (4 1/2 in.),"Mold of a female head wearing a stephane (diadem) with her hair parted in the center and combed back in waved locks. There are no tabs or string marks on the mold's edges, suggesting it did not have a matching mold for the back of the head. There is no ev","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7172
gd. 20,7173,74.AD.55,Unknown,Mold of a Nude Boy with a Goose,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 10 cm (3 15/16 in.),Front mold of a nude standing boy holding a goose in his left arm.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7173
gd. 21,7174,74.AD.56,Unknown,Mold of the Torso and Head of a Frontal Seated Female Wearing a Polos,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 13.5 cm (5 5/16 in.),"Front mold of a torso and head of a nude seated female wearing a polos (cylindrical crown). There is a decorative rosette beyond her right shoulder. This may be a late-generation mold of an earlier type that wore sheer garments, the detailed lines lost ov","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7174
gd. 22,7175,74.AD.57,Unknown,Mold of a Woman Holding a Phiale,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 13.4 cm (5 1/4 in.),"Front mold of a female holding a phiale (libation bowl) in her right hand. Her hair is tied up in a high knot, and some strands fall along her neck. The face is well-modelled, while the hair and drapery have a roughly sketched quality. She wears a chiton,","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7175
gd. 23,7176,74.AD.58,Unknown,Mold of the Right Side of a Horse's Head,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 7.6 cm (3 in.),This mold was used for making the right side of a horse's head.  The horse has an open mouth and flared nostril.  The musculature of the head is well articulated.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7176
gd. 24,7177,74.AD.59,Unknown,Mold of the Front of the Head of a Banqueting Silenos,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 11.6 cm (4 9/16 in.),The mold shows the head of a banqueting silenos wearing a fillet.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7177
gd. 25,7178,74.AD.60,Unknown,Mold of the Front of a Standing Girl Wearing a Chiton,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 12.5 cm (4 15/16 in.),"Front mold of a standing girl with shoulder length hair wearing a chiton. Her right knee is bent and her right foot is visible under her garment. The right arm, which is missing, would probably have been included on the back mold.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7178
gd. 26,7179,74.AD.61,Unknown,Mold of the Front of a Winged Daimon Holding a Liknon (winnowing basket),,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 15.6 cm (6 1/8 in.),"This mold was used for making the front of a winged daimon.  The figure is nude except for drapery around the left shoulder that falls down the back.  With his left arm, he lifts up a liknon (winnowing basket) to shoulder height.  The wings form a backdro","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7179
gd. 27,7180,74.AD.62,Unknown,Mold for Making an Applique of a Bull and Lion Fighting,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 6.1 cm (2 3/8 in.),This mold was used for making an applique.  The scene depicts a lion fighting a bull.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7180
gd. 28,7216,75.AD.41,Unknown,Mold for an Ornamented Disc,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: Diam.: 10.5 cm (4 1/8 in.),This mold was used to make an ornamental disc with a central rosette surrounded by a number of various relief designs.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7216
gd. 29,7217,75.AD.42,Unknown,Mold for the Front half of a Daedalic Female Head,,,,,,,-625,-600,late 7th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 6.2 cm (2 7/16 in.),"Mold of a Daedalic female bust facing front. Her hair falls in front and behind her shoulders and is rendered as horizontal bands. She has almond shaped eyes and a large nose. She wears a polos (cylindrical crown), designating her divine status. The high","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7217
gd. 30,7218,75.AD.43,Unknown,Mold for the Figure of a Reclining Male Symposiast,,,,,,,-530,-400,late 6th - 5th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 10.5 cm (4 1/8 in.),"Full figure front mold of a reclining male symposiast holding a keras (rhyton, drinking vessel) in his left hand. His right hand rests on his bent right knee. His hair is pulled behind his ears in curly parallel strands. He is beardless and has round eyes","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7218
gd. 31,7219,75.AD.44,"Attributed to Shop of Zopyras, Ra and La",Mold for the Bust of Demeter or Kore,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 17.8 cm (7 in.),"Front mold of a bust of Demeter or Kore wearing a veiled polos (cylindrical crown) and holding a torch at her right shoulder. Her hair is pulled back and composed of wavy well-defined locks. She wears pendant earrings, with the right earring a bit shorter","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7219
gd. 32,7220,75.AD.45,Unknown,Fragmentary Mold of a Youth with a Strigil,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 12.5 cm (4 15/16 in.),"Fragmentary mold of the head and torso of a youth, one of the Dioskouroi, holding a strigil (scraping tool) in his upraised right hand. A himation covers his shoulders and is draped over his left arm. He is beardless and a fillet encircles his head. In hi","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7220
gd. 33,7499,76.AD.110,Unknown,Mold of a Leaf,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 9.1 cm (3 9/16 in.),This mold was used to make a representation of an acanthus leaf.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7499
gd. 34,7500,76.AD.111,Unknown,Mold of the Back of a Squatting Nude Figure,,,,,,,-299,-100,3rd - 2nd century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 7.6 cm (3 in.),This mold depicts the backside of a squatting nude figure (silenos?).,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7500
gd. 35,7501,76.AD.112,Unknown,Mold of the Torso of a Male with a Distended Stomach,,,,,,,-324,-200,late 4th - 3rd century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 7.1 cm (2 13/16 in.),"This mold shows a male torso cut off at the arms, neck and legs.  The stomach of the figure is distended.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7501
gd. 36,7502,76.AD.113,Unknown,Mold of a Small Head,,,,,,,-399,-200,4th or 3rd century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),"This mold was used for making a frontal face, perhaps of a mythological figure.  The face is set against a backdrop shaped like a downward pointing triangle suggesting that it is meant to be understood as a relief mounted on a support.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7502
gd. 37,7503,76.AD.114,Unknown,Mold of a Small Bust,,,,,,,-350,-340,350 - 340 BC,,,Mold,Terracotta,,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),"The mold was broken from a full-figure mold.  The fragment depicts a bust of a frontal, clothed female with long hair combed back from her forehead and falling in ringlets onto her shoulders.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7503
gd. 38,7504,76.AD.115,Unknown,Mold of Crouching Silenus,,,,,,,-324,-300,late 4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 12.5 cm (4 15/16 in.),"This mold was used to make a frontal representation of a squatting silenos, arms resting on his knees and holding a volute krater by its handles between his legs.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7504
gd. 39,7505,76.AD.116,Unknown,Mold of Eros (?) on a Dolphin,,,,,,,-324,-300,late 4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 10.2 cm (4 in.),"Mold of a nude, longhaired boy, perhaps Eros, astride a dolphin, of which only the head is represented.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7505
gd. 40,7506,76.AD.117,Unknown,Mold of a Crouching Male Child Holding a Puppy,,,,,,,-350,-325,third quarter of 4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 9 cm (3 9/16 in.),"Full figure of a seated male child, his left knee resting on the ground, the right raised, holding a puppy. There is an inscription on the reverse of the mold.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7506
gd. 41,7507,76.AD.118,Unknown,Mold of a Female Holding a Child,,,,,,,-325,-300,late 4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 19 cm (7 1/2 in.),"Partially preserved front mold of a female holding a child. She is represented from the thighs up, her head turned slightly to one side. Her hair is arranged in a melon coiffure which is covered by a veil that hangs down the back. On her lap she holds a c","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7507
gd. 42,7508,76.AD.119,Unknown,Mold of a Frontal Female Head,,,,,,,-325,-300,late 4th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 6.2 x W: 8.1 cm (2 7/16 x 3 3/16 in.),"A mold for the frontal head of a female with curly hair, a large nose and protruding lips.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7508
gd. 43,7509,76.AD.120,Unknown,Mold of a Reclining Male Youth,,,,,,,-474,-425,mid-5th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 18.8 cm (7 3/8 in.),"Head, shoulders and upper right arm of a reclining male wearing an elaborate wreath around hair that is parted in the middle and hangs in long tresses over the shoulders.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7509
gd. 44,7510,76.AD.121,Unknown,Mold of a Seated Frontal Female Figure,,,,,,,-474,-425,mid-5th century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 19.1 cm (7 1/2 in.),Mold of a seated frontal female wearing a chiton and high polos. Her lower legs and feet are missing. She holds her garment with her right arm. Possibly a banqueter.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7510
gd. 45,7511,76.AD.122,Unknown,Mold of the Back of Herakles,,,,,,,-350,-300,second half of 4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 14.5 cm (5 11/16 in.),This mold was used for making the back of a three-dimensional figurine of Herakles whose trademark lion skin hangs over his left shoulder. The lower legs and feet are missing.,"Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7511
gd. 46,7512,76.AD.123,Unknown,Mold of a Frontal Left Foot,,,,,,,-399,-300,4th century BC,,,Mold,Terracotta,,,,,,,,,Object (greatest extent): 10.8 cm (4 1/4 in.),"Mold of a frontal left foot for a large sculpture, likely two-thirds life size.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7512
gd. 47,7513,76.AD.124,Unknown,"Mold of the Front of a Young, Long-Haired Girl",,,,,,,-324,-200,late 4th - 3rd century BC,,,Mold,Terracotta,,,,,,,,,Object: H: 10.8 cm (4 1/4 in.),"Front mold of a young, longhaired, chubby girl wearing a himation.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7513
