Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
gd. 9,26540,83.AD.354.131,Unknown,Head with Melon Coiffure,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 3.7 cm (1 7/16 in.),"Fragment of female figure preserves head tilted to the right. Oval face, fluffy waves tied in a low knot at back.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26540
gd. 9,26541,83.AD.354.132,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-249,-200,second half of 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.1 cm (2 in.),"Fragment of female figure preserves head tilted to the left. Blurred features. Praxitelian face. Hair divided in six waves tied in a low bow-knot at back of neck, and bound by a wreath (only preserved in disk decoration). Round earrings (now missing).",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26541
gd. 9,26542,83.AD.354.133,Unknown,Fragment of a Female Head,,,,,,,-349,-300,second half of 4th century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 7.1 cm (2 13/16 in.),Right side of polos is missing.,South Italian,,http://www.getty.edu/art/collection/objects/26542
gd. 9,26543,83.AD.354.134,Unknown,Head with Wreath,,,,,,,-299,-275,early 3rd century BC?,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),"Fragment of female figure preserves head tilted to the right. Large features; long nose, fleshy mouth, slightly turned down eyes. Curly, parted hair tied at back in a knot (now missing). Wreath with ivy leaves and fruit in the middle.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26543
gd. 9,26544,83.AD.354.135,Unknown,Female Head,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta (pale brown-orange clay),,,,,,,,,Object: H: 7.6 cm (3 in.),"Fragment of female figure preserves head tilted to left. Oval face. Hair tied in a knot at top of head; scalloped ondulating waves in front, falling at sides of face. Round-shaped earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26544
gd. 9,26545,83.AD.354.136,Unknown,Head with Stephane,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.9 cm (1 9/16 in.),"Fragment of female figure preserves head with stephane. Broad face, Knidian coiffure, stephanie decorated by small incisions.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26545
gd. 9,26546,83.AD.354.137,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 3.3 cm (1 5/16 in.),"Fragment of female figure preserves head tilted to the left. Broad face, small deep-set eyes, and small fleshy mouth. Hair divided into six waves tied in a low knot. Wreath (preserved only one berry and one leave). Round earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26546
gd. 9,26547,83.AD.354.138,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,,"Fragment preserves female head turned to the left. High forehead, oval face with long nose and small mouth. Hair divided in four(?) waves bound in a broad low knot at back of head. Left earring preserved, right is missing.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26547
gd. 9,26548,83.AD.354.139,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),"Fragment of female figurine preserves head; oval face with Praxitelian features, slight smile. Hair is divided in six deep waves bound by a broad fillet.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26548
gd. 9,26549,83.AD.354.140,Unknown,Head with Bow Knot,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale ocher clay),,,,,,,,,Object: H: 4.2 cm (1 5/8 in.),Fragment of female figure preserves head; oval abrased face. Hair arranged in Knidian coiffure tied in a high bow knot and alos worn to the shoulder.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26549
gd. 9,26550,83.AD.354.141,Unknown,Head with Knidian Coiffeur,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.1 cm (1 5/8 in.),"Fragment of female figurine preserves head tilted to the right. Long neck, oval full face with bow-mouth. Hair parted and swept back in a knot bound by a fillet.",South Italian,,http://www.getty.edu/art/collection/objects/26550
gd. 9,26551,83.AD.354.142,Unknown,Head of Eros,,,,,,,-299,-200,3rd century BC,Sculpture,,Mythological figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 3 cm (1 3/16 in.),"Fragment of figurine preserves head of Eros; round, smiling face. Curly hair with forelock at top flanking both sides of face.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26551
gd. 9,26552,83.AD.354.143,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of female figurine preserves head tilted to the right and slighlty turned behind. Round face, fleshy mouth, left eye almost closed. Hair is divided into six waves tied in a bow knot (now missing) and bound by a fillet.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26552
gd. 9,26553,83.AD.354.144,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4 cm (1 9/16 in.),Fragment of female figurine preserves head tilted to the right. Features similar to 83.AD.354.332. Hair in melon coiffure of Type II tied in a large bun at back of head. Wreath with ivy leaves and berries. Round earrings.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26553
gd. 9,26554,83.AD.354.145,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.2 cm (1 5/8 in.),"Fragment of female figurine preserves head tilted to the right. Oval face with small eyes, big nose. Hair is divided in waves tied in a low knot at baclk. Elaborate wreath with ivy leaves and two berries in the middle. Two horizontal parallel incisisons o",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26554
gd. 9,26555,83.AD.354.146,Unknown,Head with Knidian Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.4 cm (1 5/16 in.),Fragment of female figurine preserves head tilted to the left. Wavy hair swept back in a knot at back of head.,South Italian,,http://www.getty.edu/art/collection/objects/26555
gd. 9,26556,83.AD.354.147,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.2 cm (1 5/8 in.),Fragment of female figurine preserves head turned slightly to the left. Oval face with long nose and unclear features. Hair divided in six waves bound in a low knot at back of head. Round earrings.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26556
gd. 9,26557,83.AD.354.148,Unknown,Head with Melon Coiffure,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.7 cm (2 1/4 in.),Fragment of female figurine preserves head. Long neck soft Praxitelian features. Hair is divided in thirteen waves defined by incisions; surface stipled and tied in a high bun.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26557
gd. 9,26558,83.AD.354.149,Unknown,Hooded Female Head,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 6.5 cm (2 9/16 in.),Fragment of a female figurine preserves hooded head tilted to the left and upper torso. Round face.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26558
gd. 9,26559,83.AD.354.150,Unknown,Head with Wreath,,,,,,,-250,-250,mid-3rd century BC ?,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.8 cm (1 7/8 in.),"Fragment of female figurine preserves head tilted backward and to the right; oval face, long nose and bow mouth. Wavy hair tied in a pony tail (?) at back of head. Thick wreath with fruit or berries. Traces of black and red color on hair and back.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26559
gd. 9,26560,83.AD.354.151,Unknown,Hooded Female Head,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),Fragment of female figurine preserves hooded head. Hair is tied in a long knot at back of head. Edge of himation is scalloped at front.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26560
gd. 9,26561,83.AD.354.152,Unknown,Head with Wreath(?),,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.5 cm (1 3/4 in.),"Fragment of female figurine preserves head with wreath. Very abrased features and probably retouched. Hair is divided in multiple waves acroos the forehead, swept back with a groove in the middle. She probably wore a wreath of which an ornament to the rig",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26561
gd. 9,26562,83.AD.354.153,Unknown,Female Head with Knidian Coiffure,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.4 cm (1 5/16 in.),"Fragment of a female figurine preserves head tilted slightly to the left. Wavy hair tied in a bow knot at back of head, bound by a fillet.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26562
gd. 9,26563,83.AD.354.154,Unknown,Head with Bow Knot,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 5.4 cm (2 1/8 in.),Fragment of a female figurine preserves head with bow knot. Full face with small eyes and half-open mouth. Hair divided by soft waves drawn into a broad knot with a disk in the middle; hair curls fall on either side. Head is slightly tilted to the right.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26563
gd. 9,26564,83.AD.354.155,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (orange clay),,,,,,,,,Object: H: 4.3 cm (1 11/16 in.),"Fragment of female figure preserves head tilted to the left. Oval face with blurred features; small deep-set eyes slightly turned down, big nose. Hair divided in six waves tied in a low bow knot at back. Wreath with ivy leaves and two berries on top. Teno",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26564
gd. 9,26565,83.AD.354.156,Unknown,Head with Stephane,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.8 cm (1 7/8 in.),"Fragment of female figure preserves head with stephane. Oval face with large features. Parted hair swept back, defined by parallel incisions. Low stephane.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26565
gd. 9,26566,83.AD.354.157,Unknown,Head with Melon Coiffure and Wreath,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.8 cm (2 5/16 in.),Fragment of female figure preserves head tilted to the right. Long neck. Oval full face with Praxitelian features. Hair surface is stippled; haid is divied in multiple waves and tied in a high knot on top of head. Wreath with leaves or fruit(?),South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26566
gd. 9,26567,83.AD.354.158,Unknown,Head with Bow Knot,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),Fragment of female figure preserves head tilted to the left. Hair drawn up in a broad bow knot. Oval face with eyes turned down. Round earrings. White engobe and small traces of red color around the left eye and on the nape.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26567
gd. 9,26568,83.AD.354.159,Unknown,Head with Melon Coiffure,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of female figure preserves head. Oval face, small mouth, eyes half-closed, hair divided into eight(?) waves bound in broad high bun with fillet. Round earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26568
gd. 9,26569,83.AD.354.160,Unknown,Head with Melon Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.8 cm (1 7/8 in.),Fragment of female figure preserves head with damaged nose. Head tilted to the left. Oval full face with small mouth and large eyes. Hair divided in six crisp waves tied in a broad knot at back of neck.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26569
gd. 9,26570,83.AD.354.161,Unknown,Head with Wreath,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (bright ocher-orange clay),,,,,,,,,Object: H: 4.7 cm (1 7/8 in.),Fragment of female figure preserves quite abrased head with blurred features. Hair in Knidian coiffure fastened by a wreath from which only a fruit placed in the middle is preserved.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26570
gd. 9,26571,83.AD.354.162,Unknown,Head with Wreath,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.9 cm (1 15/16 in.),Fragment of female figure preserves head tilted to the right. Quite abrased with blurred features and probably retouched. Knidian coiffure fastened by a wreath with fruit and perhaps a leave in the middle.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26571
gd. 9,26572,83.AD.354.163,Unknown,Female Head with Melon Coiffure and Bow Knot,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4 cm (1 9/16 in.),"Fragment of female figure preserves head. Oval face quite abrased with blurred features. Hair divided in waves and drawn in a high bow knot, falling down to the sides. (Coiffure is similar to 83.AD.354.296). Ring-shaped earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26572
gd. 9,26573,83.AD.354.164,Unknown,Head with Knidian Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 4 cm (1 9/16 in.),Fragment of female figure preserves head slightly tilted to the right. Oval face with small turned down eyes. Hair parted and swept back in a large bun. Round earrings. Parallel horizontal incisions on the neck.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26573
gd. 9,26574,83.AD.354.165,Unknown,Hooded Head,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Female figure,Terracotta (ocher clay),,,,,,,,,Object: H: 3.6 cm (1 7/16 in.),"Fragment of female figure preserves hooded head tilted to the right. Oval face, small eyes and mouth. Edge of himation is scalloped at front.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26574
gd. 9,26575,83.AD.354.166,Unknown,Head with Melon Coiffure,,,,,,,-249,-200,second half of 3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 4.6 cm (1 13/16 in.),Fragment of female figure preserves head with melon coiffure. Broad face with fleshy mouth slightly smilling. Hair in multiple compact strands tied in a knot on top of head.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26575
gd. 9,26576,83.AD.354.167,Unknown,Head with Knidian Coiffure,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Female figure,Terracotta (ocher-orange clay),,,,,,,,,Object: H: 5.5 cm (2 3/16 in.),Fragment of female figure preserves head with Knidian coiffure. Full face with slightly turned down eyes. Hair swept back in a high knot at back of head. Left earring remains preserved.,South Italian,,http://www.getty.edu/art/collection/objects/26576
gd. 9,26577,83.AD.354.168,Unknown,Head with Knidian Coiffure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale cream clay),,,,,,,,,Object: H: 6.5 cm (2 9/16 in.),Fragment of female figure preserves head with long neck. Broad face with half-closed eyes. Hair is parted and swept back in a low knot. Top of the head is smooth.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26577
gd. 9,26578,83.AD.354.169,Unknown,Fragment of Standing Nude Aphrodite,,,,,,,-199,-175,early 2nd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 10.3 x W: 4.4 cm (4 1/16 x 1 3/4 in.),"Fragment of standing nude Aphrodite missing head, arms and lower legs. Same type as 83.AD.354.189.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26578
gd. 9,26579,83.AD.354.170,Unknown,Male Figure,,,,,,,0,0,n.d.,Sculpture,,Male figure,Terracotta (ocher clay),,,,,,,,,Object: H: 12.9 x W: 4.5 cm (5 1/16 x 1 3/4 in.),"Fragment of male figure missing arms and legs below knees. Joined together from several fragments. Male nude stands, weight shifts to the right. Torso is slightly turned to the left, head turned to the right. Curly hair falls to his shoulder in two masses",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26579
gd. 9,26580,83.AD.354.171,Unknown,Female Bust,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 18.8 x W: 12.1 cm (7 3/8 x 4 3/4 in.),Fragment of female figure preserves bust. Missing lower arms and part of stephane. Nude female with full face and small fleshy mouth. She probably wore a stephane decorated with rosettes (three rossetes are preserved). Rosette-shaped earrings. Two circula,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26580
gd. 9,26581,83.AD.354.172,Unknown,Aphrodite Leaning Against a Pillar,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Mythological figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 15.6 x W: 6.5 cm (6 1/8 x 2 9/16 in.),Fragment of Aphrofite leaning against a pillar reconstructed from four joining fragments. She leans with left elbow on a rectangular pillar. Weight shifts to the right; left leg was crossed before right. She wears a heavy himation with folds covering the,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26581
gd. 9,26582,83.AD.354.173,Unknown,Fragment of Standing Nude Aphrodite,,,,,,,-199,-100,2nd century BC,Sculpture,,Mythological figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 10.7 x W: 5.6 cm (4 3/16 x 2 3/16 in.),"Fragment of standing nude Aphrodite missing head, arms, entire right leg and part of left. She is similar to 83.AD.354.94, but slightly smaller in size. Drapery was probably held with left hand. Scattered traces of white engobe.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26582
gd. 9,26583,83.AD.354.174,Unknown,Flying Eros(?),,,,,,,-299,-200,3rd century BC,Sculpture,,Mythological figure,Terracotta (pale ocher clay),,,,,,,,,Object: H: 11.5 x W: 3.8 cm (4 1/2 x 1 1/2 in.),"Fragment of flying Eros missing arms and left leg. He is nude with raised arms. Plump body, round face with hair falling in locks to the shoulder.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26583
gd. 9,26584,83.AD.354.175,Unknown,Small Male Torso,,,,,,,-199,-100,2nd century BC?,Sculpture,,Male figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 5.5 x W: 4.5 cm (2 3/16 x 1 3/4 in.),Fragment preserves torso of male figure tilted to the left.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26584
gd. 9,26585,83.AD.354.176,Unknown,Fragment of Seated Female Figure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 11.1 x W: 5.7 cm (4 3/8 x 2 1/4 in.),"Fragment of seated female figure missing head, arms, and most of both legs. Seated on a stool, now missing.",South Italian,,http://www.getty.edu/art/collection/objects/26585
gd. 9,26586,83.AD.354.177,Unknown,Fragment of Aphrodite Leaning Against a Pillar,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Mythological figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 12.6 x W: 8.4 cm (4 15/16 x 3 5/16 in.),Fragment of Aphrodite standing against a pillar reconstructed from two joining fragments. Missing head and most of the legs. Left arm on her hip placed within the drapery. Weight shifts to the left. Drapery is twisted around the waist; upper body is nude.,South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26586
gd. 9,26587,83.AD.354.178,Unknown,Fragment of Aphrodite Binding Her Sandal,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Mythological figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 9.6 x W: 4.9 cm (3 3/4 x 1 15/16 in.),"Fragment of Aphrodite binding her sandal, missing head, arms, entire left leg, and lower right. Weight shifts to the left. Right leg is lifted so to bind her sandal with her right hand; left arm was probably placed on her side. Drapery on the thigh.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26587
gd. 9,26588,83.AD.354.179,Unknown,Fragment of Standing Nude Aphrodite,,,,,,,-299,-200,3rd century BC,Sculpture,,Mythological figure,Terracotta (orange clay),,,,,,,,,Object: H: 11.4 x W: 4.8 cm (4 1/2 x 1 7/8 in.),"Fragment of standing nude Aphrodite missing head, arms, and lower part of legs. Weight shifts to the right, torso is also tipped to the right. Part of the drapery is presevred covering the abdoman. (Perhaps Medici Aphrodite type?).",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26588
gd. 9,26589,83.AD.354.180,Unknown,Eros Child,,,,,,,-224,-200,late 3rd century BC,Sculpture,,Mythological figure,Terracotta (ocher clay),,,,,,,,,Object: H: 7.4 x W: 3 cm (2 15/16 x 1 3/16 in.),"Fragment of child Eros missing arms, wings and most of legs. Standing with right leg advanced, bust is tipped to the left, slighlty turned to the right. Head is turned to the right and tipped downward. Drapery tied across the hips. He wears a wreath decor",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26589
gd. 9,26590,83.AD.354.181,Unknown,Nike,,,,,,,-299,-200,3rd century BC,Sculpture,,Mythological figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 10.1 x W: 6 cm (4 x 2 3/8 in.),"Fragment of female Nike missing head, right arm, half of left arm, and most of both legs. She is similar to 81.AD.176. She stands, weight shift to the right, left arm raised.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26590
gd. 9,26591,83.AD.354.182,Unknown,The Birth of Aphrodite(?),,,,,,,-199,-100,2nd century BC,Sculpture,,Mythological figure,Terracotta (ocher clay),,,,,,,,,Object: H: 8.9 x W: 5.3 cm (3 1/2 x 2 1/16 in.),"Fragment of Aphrodite missing head and both arms. Kneeling figure, bust turned to the left, raised arms. She was perhaps leaning against a rock.",South Italian,,http://www.getty.edu/art/collection/objects/26591
gd. 9,26592,83.AD.354.183,Unknown,Fragment of a Seated Nude Female Figure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 8 x W: 5 cm (3 1/8 x 1 15/16 in.),"Fragment of seated female nude figure missing head and lower arms. Legs are placed together, right arm is separated from the body. There is a vent on tha back.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26592
gd. 9,26593,83.AD.354.184,Unknown,Female Torso,,,,,,,-149,-100,second half of 2nd century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 10.4 x W: 8.3 cm (4 1/8 x 3 1/4 in.),"Fragment of female torso missing head and lower arms. Same type as 83.AD.354.186, but smaller in size. A pin with impressed rosette between breasts. She probably wore a necklace indicated by the preserved pendant.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26593
gd. 9,26594,83.AD.354.185,Unknown,Fragment of a Female Figure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 10 x W: 6.1 cm (3 15/16 x 2 3/8 in.),"Fragment of female figure preserves only upper body (above breasts) and head, arms missing. Oval face, hair is divided in waves, tied in a bow knot on top of head. Round earrings.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26594
gd. 9,26595,83.AD.354.186,Unknown,Female Torso,,,,,,,-349,-300,second half of 4th century BC,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 14.7 x W: 7 cm (5 13/16 x 2 3/4 in.),"Fragment of female figure missing head and arms. Similar to 83.AD.354.190, but small in size (and lacking tripartite sash).",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26595
gd. 9,26596,83.AD.354.187,Unknown,Fragment of Aphrodite Binding Her Sandal,,,,,,,-224,-200,late 3rd century BC ?,Sculpture,,Mythological figure,Terracotta (pale orange-brown clay),,,,,,,,,Object: H: 11.2 x W: 4.7 cm (4 7/16 x 1 7/8 in.),"Fragment of Aphrodite binding her sandal missing head, arms, and part of feet. Same type as 83.AD.354.94.",South Italian,,http://www.getty.edu/art/collection/objects/26596
gd. 9,26597,83.AD.354.188,Unknown,Fragment of a Female Nude Seated Figure,,,,,,,-299,-200,3rd century BC,Sculpture,,Female figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 12.2 x W: 3.6 cm (4 13/16 x 1 7/16 in.),"Fragment of a female nude seated figure missing head, arms, and part of feet. Slender figure seated on a stool (missing).",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26597
gd. 9,26598,83.AD.354.189,Unknown,Fragment of Standing Nude Aphrodite,,,,,,,-199,-100,2nd century BC?,Sculpture,,Mythological figure,Terracotta (orange clay),,,,,,,,,Object: H: 10.7 x W: 4.9 cm (4 3/16 x 1 15/16 in.),"Fragment of standing Aphrodite missing head, arms, and part of feet. She is standing, left leg slightly advanced, toes tip to the right.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26598
gd. 9,26599,83.AD.354.190,Unknown,Male Torso,,,,,,,-299,-200,3rd century BC,Sculpture,,Male figure,Terracotta (pale orange clay),,,,,,,,,Object: H: 12.4 x W: 4.9 cm (4 7/8 x 1 15/16 in.),"Fragment of male figure missing head, arms, right leg, and lower left leg. Weight shift to the left. Left arm was probably raised.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26599
gd. 9,26600,83.AD.354.191,Unknown,Head with Wreath,,,,,,,-250,-250,mid-3rd century BC,Sculpture,,Human figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 3.3 cm (1 5/16 in.),"Head with wreath; oval face, high forehead, unclear features. Wavy hair tied in a broad bun at back of head. Wreath is decorated by ivy leaves and fruit.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26600
gd. 9,26601,83.AD.354.192,Unknown,Aphrodite Leaning Against a Pillar,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Mythological figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 18.6 x W: 7.9 cm (7 5/16 x 3 1/8 in.),"Figure of Aphrodite leaning against a pillar, preserves entire figure except for head. Right hand on low rectangular pillar; left hand on hip within drapedy folds. Weight shift to the right; right leg crossed before left. A twisted himation covers lower p",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26601
gd. 9,26602,83.AD.354.193,Unknown,Fragment of a Figurine of Semi-Draped Aphrodite Leaning Against a Pillar,,,,,,,-299,-275,early 3rd century BC,Sculpture,,Mythological figure,Terracotta (pale brown-ocher clay),,,,,,,,,Object: H: 14 cm (5 1/2 in.),"Fragment of semi-nude Aphrodite leaning against a pillar, missing head, right arm, and most legs (which were covered by drapery). Left hand on hip underneath drapery. Twisted himation covers only the lower body. Her stance is similar to 83.AD.354.192.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26602
gd. 9,26603,83.AD.354.194,Unknown,Head with Melon Coiffure,,,,,,,-299,-250,first half of 3rd century BC?,Sculpture,,Female figure,Terracotta (pale brown clay),,,,,,,,,Object: H: 4.4 cm (1 3/4 in.),"Fragment of female figure preserves head. Oval face with small fleshy mouth. Hair is divided into fifteen waves, tied in a knot at back of head bound by a fillet.",South Italian (Tarantine),,http://www.getty.edu/art/collection/objects/26603
